hhsize,sexo,hours_worked,province,inschool,minutes_work,minutes_study,minutes_bbsit,minutes_hprod,indig,RMG,year,FACTORY,age,FAC_AGE
7,masculino,0,huehuetenango,1,0,400,0,0,1,0,2011,0,7,0
7,masculino,5,huehuetenango,1,0,390,0,45,1,0,2011,0,13,0
7,femenino ,0,huehuetenango,1,0,380,0,200,1,0,2011,0,7,0
7,masculino,5,huehuetenango,1,0,375,0,35,1,0,2011,0,10,0
11,masculino,0,huehuetenango,1,0,60,0,0,1,0,2011,0,8,0
11,masculino,12,huehuetenango,0,120,0,0,250,1,0,2011,0,11,0
11,masculino,33,huehuetenango,0,120,0,0,370,1,0,2011,0,17,0
11,masculino,0,huehuetenango,1,0,450,0,0,1,0,2011,0,10,0
11,masculino,9,huehuetenango,1,120,0,0,360,1,0,2011,0,14,0
7,femenino ,0,huehuetenango,1,0,30,0,100,1,0,2011,0,11,0
7,femenino ,0,huehuetenango,1,0,30,0,0,1,0,2011,0,9,0
7,femenino ,0,huehuetenango,0,0,0,0,120,1,0,2011,0,13,0
7,femenino ,70,huehuetenango,0,600,0,0,0,1,0,2011,0,16,0
10,femenino ,5,huehuetenango,1,0,60,90,85,1,0,2011,0,15,0
10,femenino ,0,huehuetenango,1,0,0,120,15,1,0,2011,0,10,0
10,femenino ,0,huehuetenango,0,0,0,0,205,1,0,2011,0,17,0
10,femenino ,3,huehuetenango,1,0,60,60,15,1,0,2011,0,18,0
11,femenino ,0,huehuetenango,1,0,400,120,60,1,0,2011,0,8,0
11,masculino,20,huehuetenango,0,40,0,0,270,1,0,2011,0,12,0
11,masculino,20,huehuetenango,0,40,0,0,300,1,0,2011,0,14,0
11,masculino,0,huehuetenango,1,0,400,0,0,1,0,2011,0,10,0
5,femenino ,0,huehuetenango,0,0,0,0,0,1,0,2011,0,15,0
5,femenino ,0,huehuetenango,0,0,0,0,0,1,0,2011,0,13,0
5,masculino,0,huehuetenango,0,0,0,0,0,1,0,2011,0,18,0
5,femenino ,0,huehuetenango,1,0,0,0,0,1,0,2011,0,10,0
5,femenino ,0,huehuetenango,1,0,0,0,0,1,0,2011,0,7,0
5,masculino,0,huehuetenango,0,0,0,0,0,1,0,2011,0,12,0
4,femenino ,0,huehuetenango,0,0,0,0,150,1,0,2011,0,15,0
11,femenino ,0,huehuetenango,0,0,0,0,0,1,0,2011,0,18,0
11,masculino,10,huehuetenango,1,120,0,0,480,1,0,2011,0,11,0
11,femenino ,0,huehuetenango,1,0,0,0,12,1,0,2011,0,9,0
11,masculino,40,huehuetenango,0,0,0,0,0,1,0,2011,0,17,0
11,femenino ,0,huehuetenango,1,0,0,0,90,1,0,2011,0,15,0
11,masculino,8,huehuetenango,1,0,0,0,0,1,0,2011,0,13,0
11,femenino ,0,huehuetenango,1,0,0,0,12,1,0,2011,0,8,0
4,femenino ,6,huehuetenango,1,0,390,0,30,1,0,2011,0,14,0
4,femenino ,6,huehuetenango,1,0,360,0,60,1,0,2011,0,11,0
4,masculino,0,huehuetenango,0,0,0,0,10,1,0,2011,0,7,0
3,masculino,0,huehuetenango,1,0,30,0,20,1,0,2011,0,11,0
6,masculino,60,baja verapaz,0,540,0,0,120,1,0,2011,0,16,0
6,masculino,0,baja verapaz,1,0,420,0,0,1,0,2011,0,14,0
6,masculino,0,baja verapaz,1,0,420,0,0,1,0,2011,0,11,0
9,masculino,20,baja verapaz,1,0,360,0,60,1,0,2011,0,11,0
9,femenino ,0,baja verapaz,1,0,0,0,720,1,0,2011,0,9,0
9,femenino ,0,baja verapaz,0,0,0,0,120,1,0,2011,0,15,0
9,masculino,20,baja verapaz,1,0,360,0,60,1,0,2011,0,13,0
3,femenino ,0,baja verapaz,0,0,0,0,180,1,0,2011,0,18,0
3,femenino ,0,baja verapaz,0,0,0,360,180,1,0,2011,0,18,0
6,femenino ,0,baja verapaz,1,0,420,0,60,1,0,2011,0,10,0
6,femenino ,0,baja verapaz,0,0,0,0,120,1,0,2011,0,18,0
6,femenino ,0,baja verapaz,1,0,480,0,0,1,0,2011,0,16,0
5,femenino ,0,baja verapaz,1,0,390,30,15,1,0,2011,0,9,0
3,femenino ,0,baja verapaz,0,0,0,420,330,1,0,2011,0,17,0
7,masculino,56,baja verapaz,0,540,0,0,0,1,0,2011,0,15,0
7,masculino,0,baja verapaz,1,0,480,0,30,1,0,2011,0,18,0
7,femenino ,0,baja verapaz,1,0,360,0,30,1,0,2011,0,12,0
7,masculino,0,baja verapaz,0,0,0,0,60,1,0,2011,0,8,0
6,femenino ,0,baja verapaz,0,0,0,0,420,1,0,2011,0,18,0
6,masculino,0,baja verapaz,1,0,182,0,300,1,0,2011,0,13,0
6,femenino ,36,baja verapaz,0,120,0,0,360,1,0,2011,0,15,0
9,masculino,48,baja verapaz,0,480,0,0,0,1,0,2011,0,15,0
9,masculino,0,baja verapaz,1,0,0,0,930,1,0,2011,0,11,0
9,masculino,0,baja verapaz,1,0,360,0,60,1,0,2011,0,13,0
9,femenino ,0,baja verapaz,0,0,0,0,120,1,0,2011,0,18,0
5,femenino ,0,baja verapaz,0,0,0,0,120,1,0,2011,0,14,0
5,masculino,48,baja verapaz,0,120,0,0,480,1,0,2011,0,17,0
5,femenino ,0,baja verapaz,1,0,120,0,0,1,0,2011,0,10,0
5,femenino ,0,baja verapaz,1,0,420,0,0,1,0,2011,0,8,0
6,masculino,0,baja verapaz,1,0,360,0,0,1,0,2011,0,12,0
6,femenino ,0,baja verapaz,1,0,360,0,0,1,0,2011,0,8,0
6,masculino,0,baja verapaz,1,0,360,0,0,1,0,2011,0,11,0
7,masculino,26,baja verapaz,1,0,360,0,0,1,0,2011,0,10,0
7,femenino ,0,baja verapaz,0,0,0,0,150,1,0,2011,0,18,0
7,femenino ,0,baja verapaz,1,0,420,0,30,1,0,2011,0,16,0
7,femenino ,0,baja verapaz,1,0,0,0,750,1,0,2011,0,13,0
8,masculino,0,alta verapaz,1,0,180,0,120,1,0,2011,0,10,0
8,masculino,48,alta verapaz,0,30,0,0,480,1,0,2011,0,14,0
8,masculino,0,alta verapaz,1,180,0,0,120,1,0,2011,0,9,0
8,femenino ,0,alta verapaz,1,0,180,0,60,1,0,2011,0,12,0
4,masculino,0,baja verapaz,1,0,30,540,90,1,0,2011,0,11,0
4,masculino,0,baja verapaz,1,0,0,0,0,1,0,2011,0,9,0
7,masculino,19,baja verapaz,1,60,360,0,60,1,0,2011,0,10,0
7,masculino,19,baja verapaz,1,60,360,0,60,1,0,2011,0,15,0
7,femenino ,0,baja verapaz,1,0,420,0,30,1,0,2011,0,12,0
7,femenino ,0,baja verapaz,1,0,450,0,0,1,0,2011,0,10,0
7,masculino,0,baja verapaz,1,0,390,120,0,1,0,2011,0,12,0
7,masculino,0,baja verapaz,1,0,360,150,15,1,0,2011,0,13,0
5,femenino ,0,baja verapaz,1,0,180,120,30,1,0,2011,0,10,0
8,masculino,48,baja verapaz,0,90,0,0,480,1,0,2011,0,13,0
8,femenino ,0,baja verapaz,1,0,0,0,30,1,0,2011,0,9,0
8,femenino ,0,baja verapaz,0,0,0,60,180,1,0,2011,0,16,0
8,masculino,18,baja verapaz,1,0,0,0,300,1,0,2011,0,11,0
8,masculino,0,baja verapaz,0,0,0,0,120,1,0,2011,0,7,0
6,femenino ,0,baja verapaz,1,0,60,180,135,1,0,2011,0,10,0
6,masculino,0,baja verapaz,1,0,60,0,120,1,0,2011,0,8,0
8,masculino,0,baja verapaz,1,0,60,0,0,1,0,2011,0,13,0
8,femenino ,0,baja verapaz,1,0,60,0,0,1,0,2011,0,11,0
8,femenino ,0,baja verapaz,1,0,0,0,0,1,0,2011,0,9,0
8,femenino ,0,baja verapaz,1,0,0,0,60,1,0,2011,0,17,0
8,masculino,20,baja verapaz,0,0,0,0,600,1,0,2011,0,15,0
9,masculino,0,baja verapaz,1,0,420,0,30,1,0,2011,0,10,0
9,masculino,0,baja verapaz,1,0,480,0,0,1,0,2011,0,16,0
9,femenino ,0,baja verapaz,1,0,420,0,0,1,0,2011,0,12,0
9,femenino ,0,baja verapaz,1,0,480,0,0,1,0,2011,0,14,0
9,femenino ,0,baja verapaz,0,660,0,0,180,1,0,2011,0,18,0
6,femenino ,0,alta verapaz,1,0,60,0,240,1,0,2011,0,11,0
6,femenino ,0,alta verapaz,1,0,60,0,0,1,0,2011,0,13,0
6,masculino,0,alta verapaz,1,0,90,0,0,1,0,2011,0,8,0
10,masculino,31,alta verapaz,1,60,360,0,300,1,0,2011,0,9,0
10,masculino,31,alta verapaz,1,60,390,0,360,1,0,2011,0,15,0
6,masculino,0,alta verapaz,0,0,0,0,30,1,0,2011,0,7,0
6,femenino ,0,baja verapaz,1,0,0,0,90,1,0,2011,0,8,0
6,femenino ,0,baja verapaz,1,0,0,0,60,1,0,2011,0,10,0
2,femenino ,0,baja verapaz,0,0,0,0,240,1,0,2011,0,17,0
5,femenino ,0,baja verapaz,1,0,180,120,210,1,0,2011,0,10,0
5,femenino ,0,baja verapaz,1,0,180,0,0,1,0,2011,0,8,0
8,femenino ,0,baja verapaz,1,0,360,0,0,1,0,2011,0,13,0
8,masculino,0,baja verapaz,1,0,420,0,0,1,0,2011,0,16,0
8,femenino ,0,baja verapaz,1,0,420,0,0,1,0,2011,0,15,0
8,masculino,0,baja verapaz,1,0,360,0,20,1,0,2011,0,12,0
4,femenino ,0,sacatepequez,1,0,360,0,0,1,0,2011,1,9,9
10,masculino,0,sacatepequez,1,0,60,0,0,1,0,2011,1,15,15
10,femenino ,0,sacatepequez,1,0,180,0,0,1,0,2011,1,13,13
10,femenino ,0,sacatepequez,1,0,600,0,0,1,0,2011,1,17,17
12,masculino,5,sacatepequez,1,0,420,0,0,1,0,2011,1,14,14
12,masculino,44,sacatepequez,0,480,0,0,0,1,0,2011,1,18,18
12,femenino ,0,sacatepequez,1,0,300,0,0,1,0,2011,1,7,7
12,masculino,5,sacatepequez,0,0,0,0,0,1,0,2011,1,12,12
12,femenino ,0,sacatepequez,1,0,300,0,30,1,0,2011,1,10,10
12,masculino,24,sacatepequez,0,300,0,0,90,1,0,2011,1,16,16
22,femenino ,0,retalhuleu,1,0,0,0,0,1,0,2011,0,9,0
22,femenino ,0,retalhuleu,1,0,0,0,0,1,0,2011,0,8,0
22,femenino ,0,retalhuleu,1,0,0,0,0,1,0,2011,0,7,0
22,masculino,0,retalhuleu,1,0,0,0,0,1,0,2011,0,11,0
22,masculino,0,retalhuleu,1,30,330,0,300,1,0,2011,0,17,0
22,femenino ,0,retalhuleu,1,0,0,0,0,1,0,2011,0,8,0
22,femenino ,0,retalhuleu,1,0,0,120,0,1,0,2011,0,10,0
6,femenino ,0,guatemala,1,0,360,240,0,1,0,2011,1,14,14
6,femenino ,56,guatemala,0,540,0,0,60,1,0,2011,1,17,17
7,masculino,54,retalhuleu,0,600,0,0,0,1,0,2011,0,15,0
8,masculino,0,solola,1,0,0,0,40,1,0,2011,1,17,17
8,femenino ,0,solola,0,0,0,480,30,1,0,2011,1,15,15
7,femenino ,0,solola,1,0,420,0,0,1,0,2011,1,7,7
7,femenino ,0,solola,1,0,480,0,120,1,0,2011,1,17,17
7,masculino,0,solola,1,0,420,0,0,1,0,2011,1,15,15
4,masculino,0,solola,1,0,480,0,240,1,0,2011,1,13,13
4,masculino,0,solola,1,0,420,180,90,1,0,2011,1,7,7
7,femenino ,0,solola,1,0,480,120,60,1,0,2011,1,9,9
7,masculino,0,solola,1,0,600,0,0,1,0,2011,1,13,13
7,masculino,0,solola,1,0,420,0,240,1,0,2011,1,15,15
3,masculino,44,solola,0,510,0,0,20,1,0,2011,1,17,17
6,femenino ,0,solola,1,0,480,0,20,1,0,2011,1,13,13
6,masculino,0,solola,1,0,420,0,0,1,0,2011,1,8,8
6,femenino ,0,solola,1,0,420,0,45,1,0,2011,1,10,10
6,masculino,0,solola,1,0,480,0,200,1,0,2011,1,15,15
3,femenino ,0,solola,1,0,120,0,0,1,0,2011,1,8,8
4,masculino,0,solola,1,0,180,0,300,1,0,2011,1,17,17
7,masculino,0,solola,1,0,120,0,360,1,0,2011,1,9,9
7,femenino ,0,solola,1,0,120,0,0,1,0,2011,1,11,11
7,masculino,0,solola,1,0,120,0,360,1,0,2011,1,14,14
7,masculino,0,solola,1,0,120,0,360,1,0,2011,1,7,7
6,femenino ,0,solola,1,0,120,0,0,1,0,2011,1,15,15
6,femenino ,0,solola,0,0,0,0,150,1,0,2011,1,17,17
9,masculino,0,solola,1,0,120,0,240,1,0,2011,1,13,13
9,masculino,0,solola,1,0,180,0,600,1,0,2011,1,15,15
9,femenino ,0,solola,1,0,120,0,0,1,0,2011,1,7,7
9,masculino,0,solola,1,0,120,0,0,1,0,2011,1,9,9
9,masculino,0,solola,1,0,180,0,240,1,0,2011,1,17,17
9,masculino,0,solola,1,0,180,0,0,1,0,2011,1,18,18
7,masculino,0,solola,1,0,480,0,0,1,0,2011,1,12,12
7,masculino,0,solola,1,0,480,0,0,1,0,2011,1,8,8
7,masculino,0,solola,1,0,480,0,0,1,0,2011,1,9,9
7,femenino ,0,solola,1,0,480,0,180,1,0,2011,1,15,15
9,masculino,40,solola,0,540,0,0,0,1,0,2011,1,18,18
9,femenino ,0,solola,1,0,480,60,105,1,0,2011,1,17,17
9,femenino ,0,solola,1,0,480,60,120,1,0,2011,1,14,14
9,masculino,0,solola,1,0,420,0,40,1,0,2011,1,12,12
9,femenino ,0,solola,1,0,420,0,40,1,0,2011,1,9,9
8,femenino ,0,solola,1,0,480,0,30,1,0,2011,1,14,14
8,femenino ,0,solola,1,0,480,0,0,1,0,2011,1,10,10
8,femenino ,0,solola,1,0,360,0,120,1,0,2011,1,12,12
8,femenino ,56,solola,0,0,0,0,510,1,0,2011,1,16,16
8,femenino ,0,solola,1,0,360,0,0,1,0,2011,1,7,7
6,masculino,40,solola,0,500,0,0,120,1,0,2011,1,15,15
6,masculino,0,solola,1,0,480,0,0,1,0,2011,1,14,14
9,femenino ,0,solola,1,0,480,0,0,1,0,2011,1,9,9
9,masculino,0,solola,1,0,480,0,300,1,0,2011,1,17,17
5,masculino,0,solola,1,0,420,0,240,1,0,2011,1,10,10
5,masculino,0,solola,1,0,60,0,360,1,0,2011,1,17,17
4,femenino ,0,solola,1,0,180,0,0,1,0,2011,1,9,9
8,masculino,0,solola,1,0,0,0,180,1,0,2011,1,15,15
8,masculino,0,solola,1,0,0,0,240,1,0,2011,1,18,18
8,masculino,0,solola,1,0,0,0,20,1,0,2011,1,12,12
8,femenino ,0,solola,1,0,0,120,400,1,0,2011,1,10,10
8,femenino ,0,solola,0,0,0,60,20,1,0,2011,1,16,16
8,femenino ,0,solola,1,0,0,0,15,1,0,2011,1,7,7
8,femenino ,0,solola,1,0,0,0,0,1,0,2011,1,14,14
5,masculino,0,solola,1,0,30,0,0,1,0,2011,1,10,10
5,masculino,0,solola,0,0,0,0,0,1,0,2011,1,14,14
5,femenino ,0,solola,1,0,30,0,570,1,0,2011,1,13,13
6,femenino ,0,solola,1,0,360,0,120,1,0,2011,1,17,17
6,masculino,0,solola,1,0,0,0,0,1,0,2011,1,8,8
6,femenino ,20,solola,1,0,360,0,120,1,0,2011,1,14,14
5,femenino ,30,solola,0,0,0,120,600,1,1,2011,1,14,14
5,femenino ,18,solola,0,0,0,120,450,1,1,2011,1,17,17
5,masculino,0,solola,0,0,0,0,0,1,0,2011,1,14,14
7,masculino,0,solola,1,0,480,0,180,1,0,2011,1,13,13
7,femenino ,0,solola,1,0,600,0,0,1,0,2011,1,18,18
7,femenino ,0,solola,1,0,480,0,90,1,0,2011,1,11,11
7,masculino,0,solola,0,60,0,0,480,1,0,2011,1,15,15
5,masculino,0,solola,1,0,420,0,20,1,0,2011,1,9,9
5,femenino ,0,solola,1,0,480,0,40,1,0,2011,1,10,10
2,femenino ,0,guatemala,0,0,0,0,45,1,0,2011,1,18,18
8,femenino ,0,guatemala,1,0,540,0,0,1,0,2011,1,10,10
8,femenino ,0,guatemala,0,0,0,0,5,1,0,2011,1,16,16
8,femenino ,0,guatemala,0,0,540,0,0,1,0,2011,1,14,14
6,masculino,0,quiche,1,0,420,0,0,1,0,2011,1,15,15
6,masculino,32,quiche,0,540,0,0,0,1,0,2011,1,18,18
6,masculino,0,quiche,1,0,420,0,0,1,0,2011,1,12,12
14,femenino ,0,quiche,0,0,0,120,180,1,0,2011,1,16,16
14,femenino ,0,quiche,1,0,540,0,0,1,0,2011,1,15,15
14,masculino,0,quiche,1,0,480,0,0,1,0,2011,1,7,7
14,masculino,0,quiche,1,0,600,0,0,1,0,2011,1,16,16
12,masculino,0,quiche,1,0,600,0,0,1,0,2011,1,13,13
12,masculino,0,quiche,1,0,0,0,720,1,0,2011,1,15,15
12,femenino ,0,quiche,1,0,600,0,0,1,0,2011,1,11,11
12,femenino ,0,quiche,1,0,240,0,120,1,0,2011,1,12,12
5,femenino ,0,quiche,1,0,240,0,0,1,0,2011,1,7,7
5,femenino ,0,quiche,0,0,0,0,300,1,0,2011,1,16,16
5,masculino,0,quiche,1,0,300,0,0,1,0,2011,1,11,11
4,femenino ,0,quiche,1,0,540,0,0,1,0,2011,1,13,13
4,masculino,0,quiche,1,0,600,0,0,1,0,2011,1,15,15
5,femenino ,0,quiche,1,0,180,0,120,1,0,2011,1,15,15
5,masculino,0,quiche,1,0,180,0,0,1,0,2011,1,7,7
5,masculino,0,quiche,1,0,240,0,0,1,0,2011,1,11,11
6,masculino,32,quiche,1,60,0,0,480,1,0,2011,1,14,14
6,masculino,32,quiche,1,60,0,0,480,1,0,2011,1,9,9
6,masculino,32,quiche,0,60,0,0,480,1,0,2011,1,11,11
6,masculino,24,quiche,1,60,0,0,480,1,0,2011,1,18,18
3,femenino ,0,quiche,0,0,0,0,180,1,0,2011,1,14,14
8,masculino,36,quiche,0,0,0,0,0,1,0,2011,1,15,15
8,femenino ,0,quiche,0,0,0,0,360,1,0,2011,1,18,18
7,masculino,0,quiche,1,0,600,0,0,1,0,2011,1,8,8
4,masculino,0,quiche,1,0,0,0,0,1,0,2011,1,7,7
6,femenino ,0,quiche,1,0,0,0,180,1,0,2011,1,15,15
6,masculino,0,quiche,1,0,0,0,120,1,0,2011,1,11,11
6,masculino,0,quiche,1,0,0,0,120,1,0,2011,1,13,13
6,masculino,48,quiche,0,510,0,0,0,1,0,2011,1,18,18
5,femenino ,40,quiche,0,240,0,0,150,1,0,2011,1,18,18
5,femenino ,40,quiche,0,240,0,0,150,1,0,2011,1,13,13
5,femenino ,40,quiche,0,240,0,0,150,1,0,2011,1,15,15
4,femenino ,0,quiche,0,0,0,0,90,1,0,2011,1,12,12
4,femenino ,0,quiche,0,0,0,0,210,1,0,2011,1,15,15
8,femenino ,0,quiche,0,0,0,120,60,1,0,2011,1,12,12
8,femenino ,60,quiche,0,0,0,120,180,1,0,2011,1,15,15
4,masculino,0,quiche,1,0,420,0,0,1,0,2011,1,12,12
4,femenino ,0,quiche,1,0,420,0,0,1,0,2011,1,9,9
4,femenino ,0,quiche,0,0,0,0,180,1,0,2011,1,13,13
6,femenino ,0,quiche,0,0,0,300,60,1,0,2011,1,18,18
6,femenino ,0,quiche,0,0,0,300,60,1,0,2011,1,15,15
11,femenino ,0,quiche,1,0,0,0,0,1,0,2011,1,8,8
11,femenino ,0,quiche,1,0,0,0,0,1,0,2011,1,10,10
11,masculino,0,quiche,1,0,0,0,0,1,0,2011,1,13,13
11,masculino,0,quiche,0,0,0,0,0,1,0,2011,1,8,8
11,femenino ,40,quiche,0,480,0,0,0,1,0,2011,1,18,18
11,masculino,0,quiche,1,0,0,0,0,1,0,2011,1,12,12
11,masculino,40,quiche,0,0,0,0,0,1,0,2011,1,15,15
5,masculino,0,quiche,1,0,0,0,0,1,0,2011,1,9,9
6,femenino ,0,quiche,1,0,420,0,60,1,0,2011,1,7,7
5,femenino ,0,quiche,1,0,0,0,30,1,0,2011,1,8,8
5,masculino,0,quiche,1,0,60,0,60,1,0,2011,1,7,7
12,masculino,36,quiche,0,540,0,0,0,1,0,2011,1,15,15
12,masculino,0,quiche,1,0,120,60,0,1,0,2011,1,13,13
12,femenino ,35,quiche,0,300,0,0,240,1,0,2011,1,18,18
12,masculino,36,quiche,0,540,0,0,0,1,0,2011,1,14,14
12,femenino ,0,quiche,1,0,120,120,30,1,0,2011,1,8,8
6,femenino ,0,quiche,0,0,0,60,150,1,0,2011,1,12,12
10,masculino,0,quiche,1,0,480,0,0,1,0,2011,1,13,13
10,femenino ,0,quiche,0,0,0,0,240,1,0,2011,1,14,14
10,masculino,0,quiche,1,0,480,0,0,1,0,2011,1,9,9
6,femenino ,0,quiche,1,0,420,60,0,1,0,2011,1,10,10
6,masculino,32,quiche,0,0,0,0,120,1,0,2011,1,15,15
5,masculino,24,quiche,0,540,0,0,0,1,0,2011,1,13,13
5,femenino ,0,quiche,0,0,0,120,60,1,0,2011,1,14,14
7,masculino,0,quiche,1,0,480,0,0,1,0,2011,1,13,13
7,masculino,0,quiche,1,0,480,0,0,1,0,2011,1,10,10
7,femenino ,0,quiche,0,0,0,0,180,1,0,2011,1,15,15
6,femenino ,0,quiche,1,0,480,0,0,1,0,2011,1,8,8
6,masculino,0,quiche,0,420,0,0,0,1,0,2011,1,13,13
17,masculino,56,quiche,0,540,0,0,0,1,0,2011,1,15,15
17,femenino ,0,quiche,0,0,0,0,240,1,0,2011,1,8,8
17,masculino,0,quiche,1,0,480,0,0,1,0,2011,1,11,11
17,femenino ,0,quiche,0,0,0,0,30,1,0,2011,1,9,9
17,femenino ,56,quiche,0,540,0,0,0,1,0,2011,1,16,16
17,masculino,0,quiche,1,0,480,0,0,1,0,2011,1,11,11
17,femenino ,21,quiche,0,180,0,0,120,1,0,2011,1,13,13
17,masculino,0,quiche,1,0,480,0,0,1,0,2011,1,10,10
17,femenino ,0,quiche,0,0,0,0,60,1,0,2011,1,8,8
6,masculino,0,quiche,1,0,480,0,0,1,0,2011,1,10,10
6,masculino,40,quiche,0,540,0,0,0,1,0,2011,1,18,18
6,masculino,0,quiche,1,0,480,0,0,1,0,2011,1,7,7
4,masculino,0,quiche,1,660,0,0,0,1,0,2011,1,14,14
4,femenino ,0,quiche,1,20,660,0,0,1,0,2011,1,16,16
11,masculino,40,quiche,0,480,0,0,0,1,0,2011,1,17,17
11,femenino ,0,quiche,0,0,0,0,0,1,0,2011,1,7,7
11,femenino ,0,quiche,0,0,0,0,150,1,0,2011,1,13,13
11,femenino ,0,quiche,0,0,0,240,120,1,0,2011,1,14,14
11,masculino,0,quiche,0,0,0,0,60,1,0,2011,1,14,14
6,femenino ,0,quiche,1,0,120,0,0,1,0,2011,1,7,7
6,femenino ,0,quiche,0,0,0,0,120,1,0,2011,1,15,15
9,masculino,26,quiche,0,540,0,0,0,1,0,2011,1,17,17
9,masculino,30,quiche,0,540,0,0,0,1,0,2011,1,15,15
9,femenino ,0,quiche,0,0,0,0,240,1,0,2011,1,12,12
9,masculino,48,quiche,1,60,180,60,0,1,0,2011,1,9,9
4,masculino,0,totonicapan,1,0,420,0,0,1,0,2011,1,11,11
3,femenino ,0,totonicapan,1,0,360,0,30,1,0,2011,1,17,17
5,masculino,0,totonicapan,1,0,360,0,0,1,0,2011,1,13,13
5,masculino,0,totonicapan,1,0,360,0,0,1,0,2011,1,15,15
5,masculino,0,totonicapan,1,0,360,0,0,1,0,2011,1,10,10
4,masculino,0,totonicapan,1,0,390,0,0,1,0,2011,1,12,12
6,femenino ,0,totonicapan,1,0,630,0,0,1,0,2011,1,13,13
6,masculino,0,totonicapan,1,0,630,0,0,1,0,2011,1,16,16
6,femenino ,0,totonicapan,1,0,630,0,0,1,0,2011,1,17,17
8,masculino,36,totonicapan,1,360,360,0,0,1,0,2011,1,14,14
8,masculino,70,totonicapan,0,720,0,0,0,1,0,2011,1,18,18
8,femenino ,0,totonicapan,1,0,360,0,0,1,0,2011,1,12,12
8,masculino,0,totonicapan,1,0,360,0,0,1,0,2011,1,11,11
8,femenino ,60,totonicapan,1,660,0,0,0,1,0,2011,1,17,17
4,masculino,0,totonicapan,1,0,360,0,0,1,0,2011,1,11,11
11,femenino ,49,totonicapan,1,540,300,0,0,1,0,2011,1,17,17
11,femenino ,30,totonicapan,1,330,0,0,90,1,0,2011,1,18,18
11,femenino ,12,totonicapan,1,0,0,0,120,1,0,2011,1,14,14
11,femenino ,12,totonicapan,1,0,0,0,0,1,0,2011,1,10,10
4,femenino ,0,totonicapan,1,0,360,0,0,1,0,2011,1,8,8
4,masculino,0,totonicapan,1,0,360,0,0,1,0,2011,1,9,9
9,masculino,25,totonicapan,1,0,0,0,0,1,0,2011,1,18,18
9,femenino ,0,totonicapan,1,0,0,0,0,1,0,2011,1,7,7
9,masculino,36,totonicapan,1,0,0,0,0,1,1,2011,1,16,16
9,femenino ,0,totonicapan,1,0,0,0,0,1,0,2011,1,10,10
9,femenino ,0,totonicapan,1,0,0,0,0,1,0,2011,1,7,7
6,femenino ,12,totonicapan,1,20,420,0,120,1,0,2011,1,10,10
6,femenino ,24,totonicapan,0,0,0,0,300,1,0,2011,1,18,18
3,femenino ,15,totonicapan,1,240,360,0,90,1,0,2011,1,17,17
4,masculino,8,totonicapan,1,0,120,0,120,1,0,2011,1,15,15
4,masculino,6,totonicapan,1,0,180,0,120,1,0,2011,1,12,12
4,masculino,6,totonicapan,1,0,120,0,0,1,0,2011,1,11,11
8,masculino,40,totonicapan,1,480,0,0,0,1,0,2011,1,18,18
8,masculino,6,totonicapan,1,0,180,0,0,1,0,2011,1,16,16
8,masculino,14,totonicapan,1,300,0,0,0,1,0,2011,1,12,12
8,masculino,10,totonicapan,1,480,0,0,0,1,0,2011,1,14,14
5,masculino,9,baja verapaz,1,0,60,0,30,1,0,2011,0,18,0
5,masculino,9,baja verapaz,1,0,60,0,150,1,0,2011,0,11,0
5,femenino ,7,baja verapaz,1,0,60,0,330,1,0,2011,0,14,0
8,masculino,56,baja verapaz,0,600,0,0,0,1,0,2011,0,17,0
8,masculino,0,baja verapaz,0,0,0,240,0,1,0,2011,0,12,0
8,masculino,56,baja verapaz,0,600,0,0,0,1,0,2011,0,14,0
8,masculino,56,baja verapaz,0,600,0,0,0,1,0,2011,0,15,0
8,masculino,0,baja verapaz,0,0,0,240,0,1,0,2011,0,9,0
5,masculino,18,baja verapaz,1,0,120,0,150,1,0,2011,0,12,0
5,femenino ,0,baja verapaz,1,0,120,0,60,1,0,2011,0,9,0
5,masculino,18,baja verapaz,1,0,120,0,150,1,0,2011,0,14,0
4,femenino ,0,baja verapaz,0,0,0,0,150,1,0,2011,0,15,0
4,masculino,0,baja verapaz,1,0,450,0,0,1,0,2011,0,14,0
4,masculino,0,baja verapaz,1,0,450,0,0,1,0,2011,0,10,0
2,masculino,0,baja verapaz,1,0,270,0,1140,1,0,2011,0,9,0
4,femenino ,0,baja verapaz,0,0,0,0,150,1,0,2011,0,16,0
10,masculino,32,baja verapaz,0,0,0,0,0,1,0,2011,0,18,0
10,masculino,28,baja verapaz,0,600,0,0,30,1,0,2011,0,15,0
10,femenino ,7,baja verapaz,1,0,0,0,90,1,0,2011,0,10,0
10,masculino,15,baja verapaz,1,120,0,0,330,1,0,2011,0,12,0
10,femenino ,0,baja verapaz,0,0,0,240,0,1,0,2011,0,16,0
5,femenino ,0,baja verapaz,1,0,360,0,0,1,0,2011,0,8,0
6,femenino ,0,baja verapaz,1,0,0,0,750,1,0,2011,0,14,0
6,femenino ,0,baja verapaz,1,0,90,0,0,1,0,2011,0,7,0
6,masculino,15,baja verapaz,1,0,120,0,120,1,0,2011,0,16,0
6,femenino ,0,baja verapaz,1,0,0,0,150,1,0,2011,0,11,0
3,femenino ,0,baja verapaz,1,0,0,0,150,1,0,2011,0,7,0
4,femenino ,0,baja verapaz,1,60,0,0,300,1,0,2011,0,9,0
